people_per_household,avg_house_value
2.809070958302853,500001
2.80718954248366,500001
1.590465872156013,500001
3.2094117647058824,500001
3.103139013452915,500001
3.809322033898305,500001
2.783613445378151,500001
2.7213930348258706,500001
2.3099787685774946,500001
1.453996983408748,500001
2.4166666666666665,500001
2.1924746743849495,500001
2.0093283582089554,500001
2.592476489028213,500001
2.522924411400248,500001
2.2837837837837838,500001
1.8204633204633205,500001
2.929368029739777,500001
2.8653846153846154,500001
1.7419354838709677,500001
2.161731207289294,500001
2.9507575757575757,500001
2.0103734439834025,500001
2.3436293436293436,500001
3.4104046242774566,500001
2.5494505494505493,500001
2.826603325415677,500001
2.925581395348837,500001
1.6343612334801763,500001
3.2918088737201363,500001
1.6321608040201006,500001
3.1788990825688073,500001
2.4401114206128134,500001
2.5163934426229506,500001
2.8436578171091447,500001
2.435772357723577,500001
1.7778450363196125,500001
2.2323759791122715,500001
3.038805970149254,500001
1.6101190476190477,500001
2.0251716247139586,500001
2.4194630872483223,500001
1.974006116207951,500001
2.7095435684647304,500001
1.5073022312373225,500001
3.3088803088803087,500001
3.2246376811594204,500001
2.6973684210526314,500001
1.8381502890173411,500001
1.892,500001
2.740293356341674,500001
1.4870349492671928,500001
3.085197934595525,500001
2.7807486631016043,500001
3.702127659574468,500001
2.3510971786833856,500001
1.9467084639498433,500001
2.5414507772020727,500001
2.517730496453901,500001
2.97265625,500001
2.29553264604811,500001
2.664092664092664,500001
2.2653061224489797,500001
2.4211886304909562,500001
2.7134831460674156,500001
3.4098360655737703,500001
2.503336510962822,500001
2.033448673587082,500001
2.547854785478548,500001
1.9536679536679538,500001
2.8793774319066148,500001
2.177814029363785,500001
2.512087912087912,500001
2.088607594936709,500001
2.674193548387097,500001
1.9158291457286432,500001
4.763698630136986,500001
1.323943661971831,500001
3.3504273504273505,500001
2.296474358974359,500001
2.2535211267605635,500001
2.237474262182567,500001
1.953757225433526,500001
2.1879194630872485,500001
1.8284789644012944,500001
3.4367816091954024,500001
2.05327868852459,500001
2.443396226415094,500001
2.6059654631083204,500001
3.9702970297029703,500001
2.4094202898550723,500001
2.9289473684210527,500001
2.4708994708994707,500001
1.5668103448275863,500001
1.961734693877551,500001
2.298882681564246,500001
2.921161825726141,500001
3.7973214285714287,500001
2.4272151898734178,500001
3.0611246943765282,500001
2.718095238095238,500001
2.5942028985507246,500001
2.1123287671232878,500001
3.005181347150259,500001
2.6912442396313363,500001
2.2981927710843375,500001
2.7823691460055096,500001
2.9703153988868274,500001
2.9735449735449735,500001
2.8330708661417323,500001
2.5968934911242605,500001
1.6431372549019607,500001
2.8883495145631066,500001
2.4106666666666667,500001
3.808333333333333,500001
1.9457142857142857,500001
2.3066666666666666,500001
2.8674863387978142,500001
2.01890359168242,500001
1.7203551046290424,500001
3.1002994011976046,500001
2.478142076502732,500001
2.7349397590361444,500001
1.9285714285714286,500001
2.8626865671641792,500001
2.541871921182266,500001
2.103789126853377,500001
2.8763250883392226,500001
2.9408602150537635,500001
2.964071856287425,500001
4.580645161290323,500001
2.7675675675675677,500001
2.3239795918367347,500001
2.9338999055712938,500001
1.759825327510917,500001
2.5338753387533877,500001
1.8317073170731708,500001
3.0764331210191083,500001
2.6871055004508566,500001
2.641541038525963,500001
2.4518716577540105,500001
2.776173285198556,500001
2.397694524495677,500001
2.4472361809045227,500001
2.4464831804281344,500001
2.549586776859504,500001
3.059171597633136,500001
3.1652173913043478,500001
1.8121664887940234,500001
2.582322357019064,500001
2.6564885496183206,500001
2.6458333333333335,500001
3.2146118721461185,500001
2.215962441314554,500001
1.9666666666666666,500001
1.9429280397022333,500001
3.1331269349845203,500001
1.9615384615384615,500001
2.548009367681499,500001
2.617021276595745,500001
2.2853403141361257,500001
2.5467980295566504,500001
3.106145251396648,500001
2.9081632653061225,500001
2.7613168724279835,500001
1.7743467933491686,500001
2.838888888888889,500001
2.790492957746479,500001
2.8405797101449277,500001
2.21285140562249,500001
2.6810344827586206,500001
3.014218009478673,500001
3.1005291005291005,500001
4.246621621621622,500001
1.7655502392344498,500001
1.738255033557047,500001
2.3985239852398523,500001
2.5927835051546393,500001
1.9852579852579852,500001
1.6799116997792494,500001
3.02,500001
3.1483516483516483,500001
2.4885245901639346,500001
1.610372340425532,500001
1.8857142857142857,500001
2.005928853754941,500001
1.8269402319357717,500001
5.2088772845953,500001
2.601156069364162,500001
2.6895604395604398,500001
2.6824817518248176,500001
2.903225806451613,500001
2.4840613931523023,500001
2.968287526427061,500001
2.130188679245283,500001
2.5591397849462365,500001
2.4144329896907215,500001
3.1844660194174756,500001
2.0453172205438066,500001
3.0948905109489053,500001
1.5154362416107383,500001
2.6937799043062203,500001
2.4157894736842107,500001
2.757741347905282,500001
1.7966666666666666,500001
1.9238754325259515,500001
2.7231404958677685,500001
1.6185344827586208,500001
2.897196261682243,500001
2.9148418491484187,500001
2.692753623188406,500001
2.343324250681199,500001
2.5531914893617023,500001
2.4757281553398056,500001
2.815856777493606,500001
1.958,500001
2.4527896995708156,500001
3.135593220338983,500001
2.800675675675676,500001
3.221606648199446,500001
1.8594249201277955,500001
2.6697080291970803,500001
1.985645933014354,500001
1.9957805907172996,500001
3.233256351039261,500001
2.7398373983739837,500001
2.1769436997319036,500001
1.77125,500001
2.0754504504504503,500001
2.897560975609756,500001
1.5270457697642164,500001
1.9191685912240184,500001
2.06508875739645,500001
12.396313364055299,500001
2.53475935828877,500001
2.3854166666666665,500001
2.7025,500001
1.682704811443433,500001
1.832579185520362,500001
2.4279749478079333,500001
2.43239625167336,500001
2.0075853350189634,500001
1.6042780748663101,500001
2.45021645021645,500001
2.5027124773960217,500001
2.06144578313253,500001
2.718204488778055,500001
3.2379182156133828,500001
2.754032258064516,500001
1.8943661971830985,500001
2.8631662688941923,500001
2.8801897983392646,500001
2.8045454545454547,500001
2.5465587044534415,500001
1.9014084507042253,500001
1.9676025917926565,500001
1.502911208151383,500001
1.5906040268456376,500001
1.7838983050847457,500001
2.5187891440501042,500001
3.205275229357798,500001
2.5015015015015014,500001
2.6975169300225734,500001
3.4064516129032256,500001
2.381500230096641,500001
4.42512908777969,500001
1.793139293139293,500001
2.472332015810277,500001
1.9682926829268292,500001
3.1010342084327767,500001
1.8863636363636365,500001
1.6118577075098814,500001
2.520618556701031,500001
1.795233892321271,500001
1.5985576923076923,500001
2.3836065573770493,500001
1.9908536585365855,500001
3.2787234042553193,500001
1.7256410256410257,500001
2.109612141652614,500001
1.9039215686274509,500001
1.9131455399061033,500001
2.8801652892561984,500001
2.4177215189873418,500001
3.092857142857143,500001
2.6527196652719667,500001
1.9474708171206225,500001
2.4317343173431736,500001
2.065252854812398,500001
2.7064947942488846,500001
2.0817757009345796,500001
2.537593984962406,500001
2.9904397705544934,500001
4.047210300429184,500001
1.8551724137931034,500001
1.6203576341127923,500001
2.576,500001
3.1942028985507247,500001
3.48068669527897,500001
2.628140703517588,500001
1.6016646848989298,500001
3.2839506172839505,500001
2.727810650887574,500001
1.696319018404908,500001
2.591715976331361,500001
2.4776119402985075,500001
1.7757847533632287,500001
2.751178133836004,500001
2.5315068493150683,500001
1.6480836236933798,500001
2.202439024390244,500001
2.554156171284635,500001
2.75390625,500001
2.0446153846153847,500001
2.7293064876957494,500001
2.3323308270676693,500001
2.7382920110192837,500001
2.5740932642487047,500001
2.6825396825396823,500001
1.7744610281923714,500001
3.1056105610561056,500001
1.6211950394588501,500001
2.1863699582753826,500001
3.214470284237726,500001
2.741758241758242,500001
2.161764705882353,500001
2.6729559748427674,500001
2.0491803278688523,500001
2.637065637065637,500001
2.365904365904366,500001
2.043370508054523,500001
2.2298850574712645,500001
2.2182628062360803,500001
2.508964143426295,500001
2.585561497326203,500001
3.1167690956979808,500001
1.342403628117914,500001
3.0513447432762835,500001
2.8155339805825244,500001
9.241379310344827,500001
3.5021459227467813,500001
2.8388324873096447,500001
3.524048096192385,500001
2.7800687285223367,500001
1.8039492242595205,500001
2.3762237762237763,500001
2.4331550802139037,500001
1.515625,500001
2.8292011019283745,500001
2.2439759036144578,500001
2.5089605734767026,500001
1.3045337895637297,500001
2.053658536585366,500001
2.5808383233532934,500001
3.0679245283018868,500001
2.785024154589372,500001
3.195767195767196,500001
2.212534059945504,500001
2.9623059866962307,500001
3.3519458544839256,500001
2.7992125984251968,500001
2.3415384615384616,500001
2.692982456140351,500001
1.3879518072289156,500001
1.7066666666666668,500001
1.7532894736842106,500001
1.9352890422778257,500001
3.048,500001
2.201426024955437,500001
3.8518518518518516,500001
2.3754266211604094,500001
2.138519924098672,500001
1.5980629539951574,500001
2.0753968253968256,500001
2.675422138836773,500001
2.299559471365639,500001
3.22,500001
2.1534883720930234,500001
1.9163636363636363,500001
2.5304054054054053,500001
2.4135702746365104,500001
2.830357142857143,500001
2.7903614457831325,500001
3.0097799511002443,500001
2.6737288135593222,500001
1.4802919708029196,500001
2.4692256783587028,500001
2.8863636363636362,500001
2.8102409638554215,500001
2.6385767790262173,500001
2.990079365079365,500001
3.0730337078651684,500001
1.7186440677966102,500001
2.8184818481848186,500001
1.9087591240875912,500001
2.132978723404255,500001
3.004854368932039,500001
2.2079510703363914,500001
13,500001
2.405286343612335,500001
2.30718954248366,500001
1.8725490196078431,500001
2.1188589540412046,500001
3.2339285714285713,500001
2.5534386617100373,500001
1.8352272727272727,500001
2.9741602067183464,500001
3.0164233576642334,500001
1.4837728194726165,500001
1.3319327731092436,500001
1.7202295552367288,500001
2.1148491879350346,500001
1.7972103004291846,500001
3.7903225806451615,500001
2.2266666666666666,500001
3.3794871794871795,500001
2.0412213740458016,500001
2.623268698060942,500001
3.4265232974910393,500001
2.4923857868020303,500001
5.6395348837209305,500001
2.156010230179028,500001
1.7757296466973886,500001
2.079710144927536,500001
2.371268656716418,500001
2.5605095541401273,500001
2.4502923976608186,500001
2.2059800664451825,500001
2.515923566878981,500001
2.539473684210526,500001
3.0219435736677114,500001
2.144578313253012,500001
3.3341232227488153,500001
1.6161971830985915,500001
2.4088235294117646,500001
2.473972602739726,500001
2.6217494089834514,500001
1.9194915254237288,500001
2.8198757763975157,500001
3.0757894736842104,500001
2.557620817843866,500001
2.5165562913907285,500001
2.7508896797153026,500001
3.0374414976599065,500001
2.9107468123861566,500001
1.9274873524451939,500001
3.0598006644518274,500001
2.1725955204216074,500001
3.078481012658228,500001
2.3143196672608437,500001
2.250936329588015,500001
3.0594353640416045,500001
2.47438330170778,500001
2.4334763948497855,500001
1.9192339716902582,500001
2.896755162241888,500001
2.7259615384615383,500001
3.3267605633802817,500001
2.6465781409601634,500001
2.646080760095012,500001
2.219178082191781,500001
2.896153846153846,500001
3.2623456790123457,500001
2.5875,500001
2.1596638655462184,500001
1.8922413793103448,500001
1.8006666666666666,500001
2.2452830188679247,500001
2.542932628797886,500001
2.5745454545454547,500001
1.8972868217054264,500001
2.397183098591549,500001
2.6416083916083917,500001
4.612565445026178,500001
1.8391304347826087,500001
1.4794383149448345,500001
1.6018957345971565,500001
2.582089552238806,500001
3.517543859649123,500001
2.957516339869281,500001
1.82421875,500001
2.6137184115523464,500001
2.1173864894795127,500001
2.78743961352657,500001
2.477453580901857,500001
1.7690655209452202,500001
1.7592267135325133,500001
2.503875968992248,500001
1.906015037593985,500001
2.278557114228457,500001
2.816901408450704,500001
2.561014263074485,500001
3.0246913580246915,500001
2.331645569620253,500001
2.6109422492401215,500001
1.3603322949117342,500001
2.8025477707006368,500001
2.7288135593220337,500001
2.937246963562753,500001
2.7676565008025684,500001
1.7649769585253456,500001
1.8145363408521302,500001
2.6935933147632314,500001
2.0337552742616034,500001
2.812676056338028,500001
2.0443037974683542,500001
3.298136645962733,500001
1.6787878787878787,500001
2.7054545454545456,500001
2.577854671280277,500001
1.8037735849056604,500001
1.6757246376811594,500000
1.9387254901960784,500000
3.0926640926640925,500000
1.9027932960893854,500000
1.497854077253219,500000
1.7315175097276265,500000
1.507269789983845,500000
2.5611702127659575,500000
2.442244224422442,500000
1.860062893081761,500000
1.7192575406032482,500000
2.3580901856763927,500000
1.4335260115606936,500000
1.6267281105990783,500000
1.8803418803418803,500000
2.095350669818755,500000
1.9026763990267639,500000
2.5686274509803924,500000
3.9734375,500000
1.7247191011235956,500000
1.768,500000
1.9136690647482015,500000
2.7266881028938905,500000
2.2012711864406778,500000
1.5917843388960204,500000
2.226158038147139,499000
3.0036363636363634,498800
2.1908212560386473,498700
2.924398625429553,498600
2.9022556390977443,498400
1.9846153846153847,497600
1.7122302158273381,497400
2.4457142857142857,496400
2.6317991631799162,496400
2.342042755344418,496000
2.589098532494759,495900
2.396,495800
1.961061946902655,495600
1.6651501364877161,495600
2.3349056603773586,495500
2.639423076923077,495500
1.875268817204301,495500
3.354954954954955,495400
2.3349514563106797,494700
3.0452127659574466,494000
3.1423487544483986,493500.5
2.5799086757990866,493400
2.81767955801105,493300
3.0985576923076925,493000
2.305605786618445,492900
2.239057239057239,492500
2.781954887218045,492500
1.6195286195286196,492300
2.5220417633410674,492200
2.205,492000
2.9426934097421205,491200
2.122628726287263,491200
2.457777777777778,490800
2.9908536585365852,490400
2.2384219554030875,490300
2.2172131147540983,490000
2.7327935222672064,489800
3.607843137254902,489600
2.295049504950495,489000
1.9211822660098523,488900
1.874251497005988,488900
2.884892086330935,488500
2.695139911634757,487800
2.341317365269461,487500
3.1967871485943773,487200
1.6354166666666667,487100
2.3411458333333335,486900
2.5243445692883895,486800
2.0462962962962963,486400
3.363929146537842,485400
3.217741935483871,485300
2.248792270531401,485300
2.3941368078175898,485100
2.0196850393700787,485000
3.0492753623188404,485000
1.4601175482787574,485000
2.9644444444444447,484700
3.2842105263157895,484600
2.247863247863248,484600
3.778481012658228,484100
1.865546218487395,483800
2.8443708609271523,483700
2.557640750670241,483600
3.0228310502283104,483500
4.953488372093023,483300
2.8556338028169015,483300
3.084577114427861,483300
2.1336206896551726,483300
1.5940730530668505,483300
1.775766016713092,482900
2.5108433734939757,482700
2.7018716577540105,482200
2.538083538083538,481500
3.1755725190839694,481500
2.561604584527221,481300
3.444186046511628,480800
2.477713178294574,480800
2.2986425339366514,480600
2.2267206477732793,479700
1.8675324675324676,479500
2.4368600682593855,479000
2.782608695652174,478700.5
3.0634146341463415,478600
2.392947103274559,478500
1.7715803452855245,478400
2.4929245283018866,477800
2.7993079584775087,477700
3.533596837944664,477600
1.8062709966405375,477300
2.9478527607361964,477300
2.356763925729443,477300
2.813238770685579,477200
3.219298245614035,477100
2.506849315068493,477100
1.6018867924528302,476900
2.708235294117647,476700
2.8273026315789473,476400
2.470967741935484,476300
2.5977528089887643,475000
2.2686567164179103,475000
4.126436781609195,475000
2.5088757396449703,475000
1.56203288490284,475000
2.279823269513991,475000
2.9463869463869465,474700
2.0527859237536656,474600
2.782051282051282,474600
2.717821782178218,474300
2.327974276527331,474100
2.4455172413793105,474000
2.6953316953316953,473500
3.195957820738137,473400
2.4451097804391217,473000
2.3078817733990147,472800
1.9388379204892967,472700
2.8870967741935485,472700
2.4434782608695653,472700
3.356164383561644,472200
2.9077333333333333,472000
1.9492385786802031,471400
1.985,471400
2.1968503937007875,471300
2.2745535714285716,470800
2.304812834224599,470800
1.6525063721325404,470800
2.47444089456869,470500
2.0414634146341464,470000
2.7277486910994764,470000
2.024330900243309,470000
1.8615023474178405,469900
1.8596973865199449,469800
2.04,469450.5
2.865965834428384,469400
2.6495726495726495,469100
2.667197452229299,468800
2.5341614906832297,468800
1.5825825825825826,468800
2.2567567567567566,468000
2.933609958506224,467700
2.1152073732718892,467600
3.29126213592233,467600
2.609182530795073,467600
2.7199074074074074,466700
1.8258575197889182,466700
1.814748201438849,466700
1.5620347394540943,466700
2.557275541795666,466400
2.7235772357723578,466100
1.6333333333333333,465800
2.272549019607843,465800
2.141004862236629,465700
3.6443298969072164,465000
1.9430523917995444,464600
2.9563318777292578,464600
2.2634146341463413,464150.5
2.446096654275093,463800
2.824593128390597,463700
1.8270042194092826,463600
2.322463768115942,463500
2.1760089686098656,463500
2.190376569037657,462900
3.230769230769231,462800
2.9788135593220337,462700
2.7313043478260868,462200
2.603290676416819,461600
1.9195046439628483,461500
3.395348837209302,461400
2.243816254416961,461300
3.240143369175627,461300
2.294619982920581,461200
1.572,461100
2.122077922077922,460200
3.3161157024793386,460100
2.581818181818182,460000.5
1.7310030395136777,460000
1.712401055408971,460000
2.877005347593583,459600
3.3544117647058824,459200
2.640378548895899,459200
2.022132796780684,458600
2.300632911392405,458500
2.184659090909091,458500
1.5241779497098646,458300
2.4243323442136497,458300
2.2541133455210236,458300
2.3035897435897437,457800
2.5770925110132157,457800
2.0063451776649748,457700
2.174540682414698,457500
2.7697841726618706,457300
1.8329484218629715,457300
2.515267175572519,457200
2.61244019138756,457200
1.8161290322580645,457100
3.1615384615384614,456900
2.170114942528736,456900
2.258503401360544,456600
2.765886287625418,456500
2.484472049689441,456300
2.4372881355932203,456300
2.041322314049587,456300
1.9402985074626866,456200
2.751851851851852,456100
1.914942528735632,455900
3.0075075075075075,455500
2.4015748031496065,455400
1.8898128898128899,455400
2.7136929460580914,455300
1.5946666666666667,455000
2.6943462897526502,454800
2.6494117647058824,454400
3.1152073732718892,454300
1.9026548672566372,454100
2.8462709284627095,454100
2.878688524590164,453800
3.3866906474820144,453800
2.6775244299674266,453700
3.036101083032491,453600
2.286363636363636,453400
1.5934065934065933,453400
2.8369905956112853,453100
1.6698795180722892,452800
2.5009940357852884,452800
1.930715935334873,452600
2.643258426966292,452300
1.7144136078782453,452100
2.961439588688946,452100
2.568952524491334,452100
2.6477916194790487,451800
2.6436781609195403,451700
3.4328859060402683,451500
2.338155515370705,451400
3.035346097201767,451400
2.6115241635687734,451300
2.6860119047619047,451300
2.8209606986899565,451300
3.2972169683869224,451100
2.9686274509803923,450800
2.6579439252336448,450700
2.5716945996275604,450700
3.591289782244556,450700
2.507853403141361,450450
3.3095518867924527,450400
3.1124586549062845,450400
6.634980988593156,450000
3.303030303030303,450000
1.621476510067114,450000
1.6163723916532906,450000
2.13125,450000
1.3186003683241252,450000
2.4342105263157894,450000
1.5339233038348083,450000
1.91324200913242,450000
2.2477341389728096,450000
2.7648953301127213,450000
3.8030973451327434,450000
2.409356725146199,450000
1.8895348837209303,450000
2.7729672650475186,450000
1.542483660130719,450000
1.816860465116279,450000
1.378698224852071,450000
1.749,450000
1.0661764705882353,450000
1.9714285714285715,450000
1.4231974921630095,450000
2.4313725490196076,450000
2.3429561200923787,450000
1.8706896551724137,450000
1.4015151515151516,450000
6.886363636363637,450000
1.873080859774821,450000
1.683495145631068,450000
2.6932153392330385,448300
2.329249617151608,448100
1.847457627118644,447400
3.347107438016529,447100
2.4158415841584158,446900
2.8557993730407523,446800
2.6907477820025347,446800
2.2453567937438903,446700
2.781710914454277,446600
2.617543859649123,446600
2.5314685314685317,446400
2.908181818181818,446200
2.5445544554455446,446200
2.859628770301624,446100
2.205298013245033,446000
2.501937984496124,445900
2.578804347826087,445700
2.7715877437325904,445700
2.034990791896869,445600
2.850661625708885,445400
3.7142857142857144,445000.5
2.869158878504673,445000
2.12015503875969,444700
2.6672897196261682,444500
2.5179856115107913,444500
1.770197486535009,444400
2.8025,444300
2.277027027027027,444200
3.040752351097179,444100
2.478787878787879,444000
2.7718631178707223,443800
2.4052044609665426,443800
2.550588235294118,443800
2.2873303167420813,443600
2.772117962466488,443600
2.7357142857142858,443300
2.182186234817814,443300
2.0028169014084507,443000
1.735483870967742,442900
3.3781512605042017,442900
2.1543367346938775,442700
2.067857142857143,442500
1.7416267942583732,442100
2.443127962085308,442100
1.6083499005964215,442000
3.126959247648903,441900
2.5073529411764706,441700
2.2771929824561403,441700
2.637735849056604,441400
2.1744277821625886,441100
2.4902309058614565,441100
3.7464788732394365,441000
2.5194805194805197,440900
2.291011235955056,440900
2.036303630363036,440900
2.4878048780487805,440500
2.7351973684210527,440300
2.745614035087719,440100
2.671309192200557,440000
2.331230283911672,439900
3.009685230024213,439800
1.6059113300492611,439300
2.57889237199582,439200
2.464788732394366,439100
2.383954154727794,439100
3.2369942196531793,439000
2.4974874371859297,438500
2.5721739130434784,438400
2.3153013910355487,438400
1.9507042253521127,438300
1.9066265060240963,438300
2.3615664845173043,438000
2.579234972677596,438000
3.383008356545961,437900
1.7142857142857142,437500.5
2.1206896551724137,437500
2.9344978165938866,437400
3.5894886363636362,437400
2.191685912240185,437100
2.906854130052724,436800
3.60327868852459,436700
1.5956591639871383,436700
1.5710419485791611,436400
2.3728222996515678,436400
1.9654178674351586,436400
3.903225806451613,436100
2.2429718875502007,436100
2.2543589743589743,435900
2.5848787446504993,435900
2.73728813559322,435800
1.8606811145510835,435700
2.5155440414507773,435700
2.201101928374656,435700
1.9276649746192893,435200
2.2984126984126982,435200
1.9421487603305785,435100
1.7190751445086705,435100
